Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2016-06-14,Flat Barbell Bench Press,Chest,75.0,5,,,
2016-06-14,Flat Barbell Bench Press,Chest,95.0,3,,,
2016-06-14,Flat Barbell Bench Press,Chest,120.0,5,,,
2016-06-14,Flat Barbell Bench Press,Chest,120.0,5,,,
2016-06-14,Overhead Press,Shoulders,60.0,12,,,
2016-06-14,Overhead Press,Shoulders,60.0,10,,,
2016-06-14,Overhead Press,Shoulders,60.0,12,,,
2016-06-14,Incline Dumbbell Bench Press,Chest,40.0,12,,,
2016-06-14,Incline Dumbbell Bench Press,Chest,40.0,12,,,
2016-06-14,Incline Dumbbell Bench Press,Chest,40.0,11,,,
2016-06-14,Rope Push Down,Triceps,40.0,12,,,
2016-06-14,Rope Push Down,Triceps,40.0,12,,,
2016-06-14,Rope Push Down,Triceps,40.0,12,,,
2016-06-14,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-06-14,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-06-14,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-06-14,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-06-14,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-06-14,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-06-14,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-06-14,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-06-14,EZ-Bar Skullcrusher,Triceps,40.0,11,,,
2016-06-14,Flat Barbell Bench Press,Chest,120.0,9,,,
2016-06-15,Bicycle Crunches,Abs,0.0,10,,,
2016-06-15,Bicycle Crunches,Abs,0.0,10,,,
2016-06-15,Bicycle Crunches,Abs,0.0,10,,,
2016-06-15,Leg Raises,Abs,1.0,10,,,
2016-06-15,Leg Raises,Abs,1.0,10,,,
2016-06-15,Leg Raises,Abs,1.0,10,,,
2016-06-15,Reverse Crunch,Abs,1.0,12,,,
2016-06-15,Reverse Crunch,Abs,1.0,12,,,
2016-06-15,Reverse Crunch,Abs,1.0,12,,,
2016-06-15,Crunch Kicks,Abs,1.0,10,,,
2016-06-15,Crunch Kicks,Abs,1.0,10,,,
2016-06-15,Crunch Kicks,Abs,1.0,10,,,
2016-06-16,Barbell Squat,Legs,45.0,10,,,
2016-06-16,Barbell Squat,Legs,95.0,5,,,
2016-06-16,Barbell Squat,Legs,135.0,3,,,
2016-06-16,Barbell Squat,Legs,170.0,5,,,
2016-06-16,Barbell Squat,Legs,170.0,5,,,
2016-06-16,Barbell Squat,Legs,170.0,7,,,
2016-06-16,Romanian Deadlift,Legs,145.0,12,,,
2016-06-16,Romanian Deadlift,Legs,145.0,12,,,
2016-06-16,Romanian Deadlift,Legs,145.0,12,,,
2016-06-16,Leg Press,Legs,145.0,12,,,
2016-06-16,Leg Press,Legs,145.0,12,,,
2016-06-16,Leg Press,Legs,145.0,12,,,
2016-06-16,Seated Leg Curl Machine,Legs,75.0,11,,,
2016-06-16,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-06-16,Seated Leg Curl Machine,Legs,75.0,9,,,
2016-06-16,Barbell Calf Raise,Legs,105.0,12,,,
2016-06-16,Barbell Calf Raise,Legs,105.0,12,,,
2016-06-16,Barbell Calf Raise,Legs,105.0,12,,,
2016-06-16,Barbell Calf Raise,Legs,105.0,12,,,
2016-06-16,Barbell Calf Raise,Legs,105.0,11,,,
2016-06-21,Barbell Row,Back,45.0,10,,,
2016-06-21,Barbell Row,Back,60.0,7,,,
2016-06-21,Barbell Row,Back,85.0,5,,,
2016-06-21,Barbell Row,Back,85.0,5,,,
2016-06-21,Pull Up,Back,0.0,8,,,
2016-06-21,Pull Up,Back,0.0,8,,,
2016-06-21,Pull Up,Back,0.0,8,,,
2016-06-21,T-Bar Row,Back,50.0,12,,,
2016-06-21,T-Bar Row,Back,50.0,12,,,
2016-06-21,T-Bar Row,Back,50.0,12,,,
2016-06-21,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-21,Cable Face Pull,Shoulders,50.0,18,,,
2016-06-21,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-21,Dumbbell Hammer Curl,Biceps,30.0,8,,,
2016-06-21,Dumbbell Hammer Curl,Biceps,30.0,9,,,
2016-06-21,EZ-Bar Curl,Biceps,45.0,12,,,
2016-06-21,EZ-Bar Curl,Biceps,45.0,12,,,
2016-06-21,Barbell Row,Back,85.0,5,,,
2016-06-21,Barbell Row,Back,85.0,12,,,
2016-06-21,Cable Face Pull,Shoulders,50.0,18,,,
2016-06-21,Cable Face Pull,Shoulders,50.0,17,,,
2016-06-21,Cable Face Pull,Shoulders,50.0,18,,,
2016-06-21,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-21,EZ-Bar Curl,Biceps,45.0,12,,,
2016-06-21,EZ-Bar Curl,Biceps,45.0,12,,,
2016-06-21,RKC Plank,Abs,0.0,60,,,
2016-06-21,RKC Plank,Abs,0.0,60,,,
2016-06-21,RKC Plank,Abs,0.0,60,,,
2016-06-21,Side Plank,Abs,0.0,60,,,
2016-06-21,Side Plank,Abs,0.0,60,,,
2016-06-21,Side Plank,Abs,0.0,60,,,
2016-06-21,Reverse Plank,Abs,0.0,60,,,
2016-06-21,Reverse Plank,Abs,0.0,60,,,
2016-06-21,Reverse Plank,Abs,0.0,60,,,
2016-06-21,Hollow Hold,Abs,0.0,60,,,
2016-06-21,Hollow Hold,Abs,0.0,60,,,
2016-06-21,Hollow Hold,Abs,0.0,60,,,
2016-06-21,Elbow Plank,Abs,0.0,60,,,
2016-06-21,Elbow Plank,Abs,0.0,60,,,
2016-06-21,Elbow Plank,Abs,0.0,60,,,
2016-06-22,Overhead Press,Shoulders,45.0,7,,,
2016-06-22,Overhead Press,Shoulders,60.0,6,,,
2016-06-22,Overhead Press,Shoulders,85.0,5,,,
2016-06-22,Overhead Press,Shoulders,85.0,5,,,
2016-06-22,Overhead Press,Shoulders,85.0,5,,,
2016-06-22,Overhead Press,Shoulders,85.0,5,,,
2016-06-22,Flat Barbell Bench Press,Chest,95.0,12,,,
2016-06-22,Flat Barbell Bench Press,Chest,95.0,12,,,
2016-06-22,Flat Barbell Bench Press,Chest,95.0,12,,,
2016-06-22,Decline Dumbbell Bench Press,Chest,40.0,8,,,
2016-06-22,Decline Dumbbell Bench Press,Chest,40.0,8,,,
2016-06-22,Decline Dumbbell Bench Press,Chest,40.0,9,,,
2016-06-22,V-Bar Push Down,Triceps,50.0,8,,,
2016-06-22,V-Bar Push Down,Triceps,50.0,8,,,
2016-06-22,V-Bar Push Down,Triceps,50.0,8,,,
2016-06-22,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-22,Lying Triceps Extension,Triceps,20.0,8,,,
2016-06-22,Lying Triceps Extension,Triceps,20.0,8,,,
2016-06-22,Lying Triceps Extension,Triceps,20.0,8,,,
2016-06-22,Overhead Press,Shoulders,85.0,7,,,
2016-06-22,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-22,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-22,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-22,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-22,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-23,Barbell Squat,Legs,45.0,10,,,
2016-06-23,Barbell Squat,Legs,95.0,7,,,
2016-06-23,Barbell Squat,Legs,135.0,5,,,
2016-06-23,Romanian Deadlift,Legs,145.0,12,,,
2016-06-23,Romanian Deadlift,Legs,145.0,12,,,
2016-06-23,Romanian Deadlift,Legs,145.0,12,,,
2016-06-23,Barbell Front Squat,Legs,95.0,12,,,
2016-06-23,Barbell Front Squat,Legs,95.0,12,,,
2016-06-23,Barbell Front Squat,Legs,95.0,12,,,
2016-06-23,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-06-23,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-06-23,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-06-23,Seated Calf Raise Machine,Legs,115.0,12,,,
2016-06-23,Seated Calf Raise Machine,Legs,115.0,12,,,
2016-06-23,Seated Calf Raise Machine,Legs,115.0,12,,,
2016-06-23,Seated Calf Raise Machine,Legs,115.0,12,,,
2016-06-23,Seated Calf Raise Machine,Legs,115.0,12,,,
2016-06-23,Barbell Squat,Legs,175.0,5,,,
2016-06-23,Barbell Squat,Legs,175.0,5,,,
2016-06-23,Barbell Squat,Legs,175.0,7,,,
2016-06-23,Bicycle Crunches,Abs,0.0,12,,,
2016-06-23,Bicycle Crunches,Abs,0.0,12,,,
2016-06-23,Bicycle Crunches,Abs,0.0,12,,,
2016-06-23,Leg Raises,Abs,1.0,10,,,
2016-06-23,Leg Raises,Abs,1.0,10,,,
2016-06-23,Leg Raises,Abs,1.0,10,,,
2016-06-23,Reverse Crunch,Abs,1.0,12,,,
2016-06-23,Reverse Crunch,Abs,1.0,12,,,
2016-06-23,Reverse Crunch,Abs,1.0,12,,,
2016-06-23,Crunch Kicks,Abs,1.0,10,,,
2016-06-23,Crunch Kicks,Abs,1.0,10,,,
2016-06-23,Crunch Kicks,Abs,1.0,10,,,
2016-06-23,Side Jackknifes,Abs,1.0,10,,,
2016-06-23,Side Jackknifes,Abs,1.0,10,,,
2016-06-23,Side Jackknifes,Abs,1.0,10,,,
2016-06-23,Scissors,Abs,1.0,10,,,
2016-06-23,Scissors,Abs,1.0,10,,,
2016-06-23,Scissors,Abs,1.0,10,,,
2016-06-27,Deadlift,Back,45.0,10,,,
2016-06-27,Lat Pulldown,Back,100.0,12,,,
2016-06-27,Lat Pulldown,Back,100.0,12,,,
2016-06-27,Lat Pulldown,Back,100.0,12,,,
2016-06-27,Seated Cable Row,Back,95.0,12,,,
2016-06-27,Seated Cable Row,Back,95.0,12,,,
2016-06-27,Seated Cable Row,Back,95.0,11,,,
2016-06-27,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-27,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-27,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-27,Cable Face Pull,Shoulders,50.0,18,,,
2016-06-27,Cable Face Pull,Shoulders,50.0,18,,,
2016-06-27,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-27,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-27,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-27,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-27,Barbell Curl,Biceps,50.0,12,,,
2016-06-27,Barbell Curl,Biceps,50.0,12,,,
2016-06-27,Barbell Curl,Biceps,50.0,12,,,
2016-06-27,Barbell Curl,Biceps,50.0,10,,,
2016-06-27,Deadlift,Back,135.0,5,,,
2016-06-27,Deadlift,Back,145.0,3,,,
2016-06-27,Deadlift,Back,155.0,5,,,
2016-06-27,Deadlift,Back,155.0,5,,,
2016-06-27,Deadlift,Back,155.0,5,,,
2016-06-28,Flat Barbell Bench Press,Chest,45.0,10,,,
2016-06-28,Flat Barbell Bench Press,Chest,75.0,5,,,
2016-06-28,Flat Barbell Bench Press,Chest,95.0,3,,,
2016-06-28,Flat Barbell Bench Press,Chest,125.0,5,,,
2016-06-28,Flat Barbell Bench Press,Chest,125.0,5,,,
2016-06-28,Overhead Press,Shoulders,60.0,12,,,
2016-06-28,Overhead Press,Shoulders,60.0,11,,,
2016-06-28,Overhead Press,Shoulders,60.0,8,,,
2016-06-28,Incline Dumbbell Bench Press,Chest,40.0,12,,,
2016-06-28,Incline Dumbbell Bench Press,Chest,40.0,12,,,
2016-06-28,Incline Dumbbell Bench Press,Chest,40.0,12,,,
2016-06-28,Rope Push Down,Triceps,45.0,8,,,
2016-06-28,Rope Push Down,Triceps,40.0,8,,,
2016-06-28,Rope Push Down,Triceps,40.0,9,,,
2016-06-28,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-28,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-28,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-28,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-28,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-28,Lateral Dumbbell Raise,Shoulders,12.0,15,,,
2016-06-28,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-06-28,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-06-28,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-06-28,Flat Barbell Bench Press,Chest,125.0,7,,,
2016-06-29,Barbell Squat,Legs,45.0,10,,,
2016-06-29,Barbell Squat,Legs,95.0,7,,,
2016-06-29,Barbell Squat,Legs,135.0,4,,,
2016-06-29,Romanian Deadlift,Legs,145.0,10,,,
2016-06-29,Romanian Deadlift,Legs,145.0,10,,,
2016-06-29,Romanian Deadlift,Legs,145.0,10,,,
2016-06-29,Leg Press,Legs,150.0,12,,,
2016-06-29,Leg Press,Legs,150.0,12,,,
2016-06-29,Leg Press,Legs,150.0,12,,,
2016-06-29,Seated Leg Curl Machine,Legs,75.0,12,,,
2016-06-29,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-06-29,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-06-29,Barbell Calf Raise,Legs,105.0,12,,,
2016-06-29,Barbell Calf Raise,Legs,105.0,12,,,
2016-06-29,Barbell Calf Raise,Legs,105.0,11,,,
2016-06-29,Barbell Calf Raise,Legs,105.0,11,,,
2016-06-29,Barbell Calf Raise,Legs,105.0,11,,,
2016-06-29,Barbell Squat,Legs,175.0,5,,,
2016-06-29,Barbell Squat,Legs,175.0,5,,,
2016-06-29,Barbell Squat,Legs,175.0,6,,,
2016-06-29,Bicycle Crunches,Abs,0.0,15,,,
2016-06-29,Bicycle Crunches,Abs,0.0,15,,,
2016-06-29,Bicycle Crunches,Abs,0.0,15,,,
2016-06-29,Leg Raises,Abs,1.0,12,,,
2016-06-29,Leg Raises,Abs,1.0,12,,,
2016-06-29,Leg Raises,Abs,1.0,12,,,
2016-06-29,Reverse Crunch,Abs,1.0,12,,,
2016-06-29,Reverse Crunch,Abs,1.0,12,,,
2016-06-29,Reverse Crunch,Abs,1.0,12,,,
2016-06-29,Crunch Kicks,Abs,1.0,10,,,
2016-06-29,Crunch Kicks,Abs,1.0,10,,,
2016-06-29,Crunch Kicks,Abs,1.0,10,,,
2016-06-29,Side Jackknifes,Abs,1.0,10,,,
2016-06-29,Side Jackknifes,Abs,1.0,10,,,
2016-06-29,Side Jackknifes,Abs,1.0,10,,,
2016-06-29,Scissors,Abs,1.0,12,,,
2016-06-29,Scissors,Abs,1.0,12,,,
2016-06-29,Scissors,Abs,1.0,12,,,
2016-06-30,Barbell Row,Back,45.0,10,,,
2016-06-30,Barbell Row,Back,65.0,5,,,
2016-06-30,Barbell Row,Back,90.0,5,,,
2016-06-30,Pull Up,Back,0.0,10,,,
2016-06-30,Pull Up,Back,0.0,10,,,
2016-06-30,Pull Up,Back,0.0,10,,,
2016-06-30,T-Bar Row,Back,55.0,12,,,
2016-06-30,T-Bar Row,Back,55.0,11,,,
2016-06-30,T-Bar Row,Back,55.0,11,,,
2016-06-30,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-30,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-30,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-30,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-30,Cable Face Pull,Shoulders,50.0,20,,,
2016-06-30,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-30,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-30,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-06-30,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-06-30,EZ-Bar Curl,Biceps,50.0,10,,,
2016-06-30,EZ-Bar Curl,Biceps,50.0,10,,,
2016-06-30,EZ-Bar Curl,Biceps,50.0,11,,,
2016-06-30,EZ-Bar Curl,Biceps,50.0,10,,,
2016-06-30,Barbell Row,Back,90.0,5,,,
2016-06-30,Barbell Row,Back,90.0,5,,,
2016-06-30,Barbell Row,Back,90.0,9,,,
2016-07-01,Overhead Press,Shoulders,45.0,10,,,
2016-07-01,Overhead Press,Shoulders,65.0,3,,,
2016-07-01,Overhead Press,Shoulders,90.0,5,,,
2016-07-01,Overhead Press,Shoulders,90.0,5,,,
2016-07-01,Overhead Press,Shoulders,85.0,5,,,
2016-07-01,Flat Barbell Bench Press,Chest,100.0,12,,,
2016-07-01,Flat Barbell Bench Press,Chest,100.0,10,,,
2016-07-01,Flat Barbell Bench Press,Chest,100.0,12,,,
2016-07-01,Decline Dumbbell Bench Press,Chest,40.0,12,,,
2016-07-01,Decline Dumbbell Bench Press,Chest,40.0,11,,,
2016-07-01,Decline Dumbbell Bench Press,Chest,40.0,12,,,
2016-07-01,V-Bar Push Down,Triceps,50.0,12,,,
2016-07-01,V-Bar Push Down,Triceps,50.0,12,,,
2016-07-01,V-Bar Push Down,Triceps,50.0,12,,,
2016-07-01,Lateral Dumbbell Raise,Shoulders,12.0,18,,,
2016-07-01,Lateral Dumbbell Raise,Shoulders,12.0,18,,,
2016-07-01,Lateral Dumbbell Raise,Shoulders,12.0,18,,,
2016-07-01,Lateral Dumbbell Raise,Shoulders,12.0,16,,,
2016-07-01,Lateral Dumbbell Raise,Shoulders,12.0,16,,,
2016-07-01,Lateral Dumbbell Raise,Shoulders,12.0,16,,,
2016-07-01,Lying Triceps Extension,Triceps,20.0,12,,,
2016-07-01,Lying Triceps Extension,Triceps,20.0,9,,,
2016-07-01,Lying Triceps Extension,Triceps,20.0,9,,,
2016-07-01,Overhead Press,Shoulders,85.0,5,,,
2016-07-01,RKC Plank,Abs,0.0,60,,,
2016-07-01,RKC Plank,Abs,0.0,60,,,
2016-07-01,RKC Plank,Abs,0.0,60,,,
2016-07-01,Side Plank,Abs,0.0,60,,,
2016-07-01,Side Plank,Abs,0.0,60,,,
2016-07-01,Side Plank,Abs,0.0,60,,,
2016-07-01,Reverse Plank,Abs,0.0,60,,,
2016-07-01,Reverse Plank,Abs,0.0,60,,,
2016-07-01,Reverse Plank,Abs,0.0,60,,,
2016-07-01,Hollow Hold,Abs,0.0,60,,,
2016-07-01,Hollow Hold,Abs,0.0,60,,,
2016-07-01,Hollow Hold,Abs,0.0,60,,,
2016-07-01,Elbow Plank,Abs,0.0,60,,,
2016-07-01,Elbow Plank,Abs,0.0,60,,,
2016-07-01,Elbow Plank,Abs,0.0,60,,,
2016-07-07,Barbell Squat,Legs,45.0,10,,,
2016-07-07,Barbell Squat,Legs,95.0,6,,,
2016-07-07,Barbell Squat,Legs,135.0,4,,,
2016-07-07,Barbell Squat,Legs,180.0,5,,,
2016-07-07,Barbell Squat,Legs,175.0,5,,,
2016-07-07,Barbell Squat,Legs,175.0,7,,,
2016-07-07,Romanian Deadlift,Legs,145.0,12,,,
2016-07-07,Romanian Deadlift,Legs,145.0,12,,,
2016-07-07,Romanian Deadlift,Legs,145.0,12,,,
2016-07-07,Barbell Front Squat,Legs,100.0,12,,,
2016-07-07,Barbell Front Squat,Legs,100.0,12,,,
2016-07-07,Barbell Front Squat,Legs,100.0,12,,,
2016-07-07,Seated Leg Curl Machine,Legs,75.0,12,,,
2016-07-07,Seated Leg Curl Machine,Legs,75.0,9,,,
2016-07-07,Seated Leg Curl Machine,Legs,75.0,10,,,
2016-07-07,Seated Calf Raise Machine,Legs,120.0,12,,,
2016-07-07,Seated Calf Raise Machine,Legs,120.0,12,,,
2016-07-07,Seated Calf Raise Machine,Legs,120.0,12,,,
2016-07-07,Seated Calf Raise Machine,Legs,120.0,12,,,
2016-07-07,Seated Calf Raise Machine,Legs,120.0,12,,,
2016-07-07,Bicycle Crunches,Abs,0.0,15,,,
2016-07-07,Bicycle Crunches,Abs,0.0,15,,,
2016-07-07,Bicycle Crunches,Abs,0.0,15,,,
2016-07-07,Leg Raises,Abs,1.0,12,,,
2016-07-07,Leg Raises,Abs,1.0,12,,,
2016-07-07,Leg Raises,Abs,1.0,12,,,
2016-07-07,Reverse Crunch,Abs,1.0,12,,,
2016-07-07,Reverse Crunch,Abs,1.0,12,,,
2016-07-07,Reverse Crunch,Abs,1.0,12,,,
2016-07-07,Crunch Kicks,Abs,1.0,12,,,
2016-07-07,Crunch Kicks,Abs,1.0,12,,,
2016-07-07,Crunch Kicks,Abs,1.0,12,,,
2016-07-07,Side Jackknifes,Abs,1.0,10,,,
2016-07-07,Side Jackknifes,Abs,1.0,10,,,
2016-07-07,Side Jackknifes,Abs,1.0,10,,,
2016-07-07,Scissors,Abs,1.0,12,,,
2016-07-07,Scissors,Abs,1.0,12,,,
2016-07-07,Scissors,Abs,1.0,12,,,
2016-07-08,Deadlift,Back,45.0,10,,,
2016-07-08,Lat Pulldown,Back,105.0,10,,,
2016-07-08,Lat Pulldown,Back,105.0,11,,,
2016-07-08,Lat Pulldown,Back,105.0,9,,,
2016-07-08,Seated Cable Row,Back,95.0,12,,,
2016-07-08,Seated Cable Row,Back,95.0,12,,,
2016-07-08,Seated Cable Row,Back,95.0,12,,,
2016-07-08,Cable Face Pull,Shoulders,55.0,20,,,
2016-07-08,Cable Face Pull,Shoulders,55.0,20,,,
2016-07-08,Cable Face Pull,Shoulders,55.0,20,,,
2016-07-08,Cable Face Pull,Shoulders,55.0,20,,,
2016-07-08,Cable Face Pull,Shoulders,55.0,17,,,
2016-07-08,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2016-07-08,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2016-07-08,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-07-08,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2016-07-08,Barbell Curl,Biceps,50.0,12,,,
2016-07-08,Barbell Curl,Biceps,50.0,12,,,
2016-07-08,Barbell Curl,Biceps,50.0,12,,,
2016-07-08,Barbell Curl,Biceps,50.0,12,,,
2016-07-08,Deadlift,Back,135.0,5,,,
2016-07-08,Deadlift,Back,145.0,3,,,
2016-07-08,Deadlift,Back,160.0,5,,,
2016-07-08,Deadlift,Back,160.0,5,,,
2016-07-08,Deadlift,Back,160.0,8,,,
2016-07-08,RKC Plank,Abs,0.0,60,,,
2016-07-08,RKC Plank,Abs,0.0,60,,,
2016-07-08,RKC Plank,Abs,0.0,60,,,
2016-07-08,Side Plank,Abs,0.0,60,,,
2016-07-08,Side Plank,Abs,0.0,60,,,
2016-07-08,Side Plank,Abs,0.0,60,,,
2016-07-08,Reverse Plank,Abs,0.0,60,,,
2016-07-08,Reverse Plank,Abs,0.0,60,,,
2016-07-08,Reverse Plank,Abs,0.0,60,,,
2016-07-08,Hollow Hold,Abs,0.0,60,,,
2016-07-08,Hollow Hold,Abs,0.0,60,,,
2016-07-08,Hollow Hold,Abs,0.0,60,,,
2016-07-08,Elbow Plank,Abs,0.0,60,,,
2016-07-08,Elbow Plank,Abs,0.0,60,,,
2016-07-08,Elbow Plank,Abs,0.0,60,,,
2016-07-09,Flat Barbell Bench Press,Chest,45.0,10,,,
2016-07-09,Flat Barbell Bench Press,Chest,85.0,5,,,
2016-07-09,Flat Barbell Bench Press,Chest,115.0,3,,,
2016-07-09,Flat Barbell Bench Press,Chest,130.0,5,,,
2016-07-09,Flat Barbell Bench Press,Chest,130.0,5,,,
2016-07-09,Overhead Press,Shoulders,60.0,12,,,
2016-07-09,Overhead Press,Shoulders,60.0,12,,,
2016-07-09,Overhead Press,Shoulders,60.0,12,,,
2016-07-09,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-07-09,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-07-09,Incline Dumbbell Bench Press,Chest,45.0,10,,,
2016-07-09,Rope Push Down,Triceps,30.0,12,,,
2016-07-09,Rope Push Down,Triceps,30.0,12,,,
2016-07-09,Rope Push Down,Triceps,30.0,12,,,
2016-07-09,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-07-09,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-07-09,Lateral Dumbbell Raise,Shoulders,12.0,20,,,
2016-07-09,Lateral Dumbbell Raise,Shoulders,12.0,18,,,
2016-07-09,Lateral Dumbbell Raise,Shoulders,12.0,18,,,
2016-07-09,Lateral Dumbbell Raise,Shoulders,12.0,18,,,
2016-07-09,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-07-09,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-07-09,EZ-Bar Skullcrusher,Triceps,40.0,12,,,
2016-07-09,Flat Barbell Bench Press,Chest,130.0,6,,,
2016-07-10,Barbell Squat,Legs,45.0,10,,,
2016-07-10,Barbell Squat,Legs,95.0,5,,,
2016-07-10,Barbell Squat,Legs,135.0,3,,,
2016-07-10,Romanian Deadlift,Legs,150.0,10,,,
2016-07-10,Romanian Deadlift,Legs,150.0,10,,,
2016-07-10,Romanian Deadlift,Legs,150.0,10,,,
2016-07-10,Leg Press,Legs,155.0,12,,,
2016-07-10,Leg Press,Legs,155.0,12,,,
2016-07-10,Leg Press,Legs,155.0,12,,,
2016-07-10,Seated Leg Curl Machine,Legs,70.0,12,,,
2016-07-10,Seated Leg Curl Machine,Legs,70.0,11,,,
2016-07-10,Seated Leg Curl Machine,Legs,70.0,11,,,
2016-07-10,Barbell Calf Raise,Legs,105.0,12,,,
2016-07-10,Barbell Calf Raise,Legs,105.0,12,,,
2016-07-10,Barbell Calf Raise,Legs,105.0,12,,,
2016-07-10,Barbell Calf Raise,Legs,105.0,12,,,
2016-07-10,Barbell Calf Raise,Legs,105.0,12,,,
2016-07-10,Barbell Squat,Legs,180.0,5,,,
2016-07-10,Barbell Squat,Legs,180.0,5,,,
2016-07-10,Barbell Squat,Legs,180.0,7,,,
2016-07-10,Bicycle Crunches,Abs,0.0,15,,,
2016-07-10,Bicycle Crunches,Abs,0.0,15,,,
2016-07-10,Bicycle Crunches,Abs,0.0,15,,,
2016-07-10,Leg Raises,Abs,1.0,12,,,
2016-07-10,Leg Raises,Abs,1.0,12,,,
2016-07-10,Leg Raises,Abs,1.0,12,,,
2016-07-10,Reverse Crunch,Abs,1.0,12,,,
2016-07-10,Reverse Crunch,Abs,1.0,12,,,
2016-07-10,Reverse Crunch,Abs,1.0,12,,,
2016-07-10,Crunch Kicks,Abs,1.0,12,,,
2016-07-10,Crunch Kicks,Abs,1.0,12,,,
2016-07-10,Crunch Kicks,Abs,1.0,12,,,
2016-07-10,Side Jackknifes,Abs,1.0,10,,,
2016-07-10,Side Jackknifes,Abs,1.0,10,,,
2016-07-10,Side Jackknifes,Abs,1.0,10,,,
2016-07-10,Scissors,Abs,1.0,12,,,
2016-07-10,Scissors,Abs,1.0,12,,,
2016-07-10,Scissors,Abs,1.0,12,,,
2016-07-12,Barbell Row,Back,45.0,10,,,
2016-07-12,Barbell Row,Back,75.0,5,,,
2016-07-12,Barbell Row,Back,95.0,5,,,
2016-07-12,Pull Up,Back,0.0,10,,,
2016-07-12,Pull Up,Back,0.0,10,,,
2016-07-12,Pull Up,Back,0.0,10,,,
2016-07-12,T-Bar Row,Back,55.0,12,,,
2016-07-12,T-Bar Row,Back,55.0,12,,,
2016-07-12,T-Bar Row,Back,55.0,12,,,
2016-07-12,Cable Face Pull,Shoulders,55.0,20,,,
2016-07-12,Cable Face Pull,Shoulders,55.0,15,,,
2016-07-12,Cable Face Pull,Shoulders,55.0,16,,,
2016-07-12,Cable Face Pull,Shoulders,55.0,15,,,
2016-07-12,Cable Face Pull,Shoulders,55.0,17,,,
2016-07-12,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2016-07-12,Dumbbell Hammer Curl,Biceps,30.0,12,,,
