Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2016-05-05,Deadlift,Back,60.1,10,,,
2016-05-05,Deadlift,Back,80.0,5,,,
2016-05-05,Deadlift,Back,100.0,3,,,
2016-05-05,Deadlift,Back,110.0,9,,,
2016-05-05,Lat Pulldown,Back,85.0,8,,,
2016-05-05,Lat Pulldown,Back,85.0,12,,,
2016-05-05,Lat Pulldown,Back,85.0,9,,,
2016-05-05,Seated Cable Row,Back,85.0,12,,,
2016-05-05,Seated Cable Row,Back,85.0,10,,,
2016-05-05,Seated Cable Row,Back,85.0,11,,,
2016-05-05,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-05,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-05,Cable Face Pull,Shoulders,30.0,16,,,
2016-05-05,Cable Face Pull,Shoulders,30.0,17,,,
2016-05-05,Cable Face Pull,Shoulders,30.0,15,,,
2016-05-05,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-05,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-05,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-05,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-05,Barbell Curl,Biceps,40.0,8,,,
2016-05-05,Barbell Curl,Biceps,30.0,10,,,
2016-05-05,Barbell Curl,Biceps,30.0,9,,,
2016-05-05,Barbell Curl,Biceps,30.0,8,,,
2016-05-05,Crunch,Abs,0.0,40,,,
2016-05-05,Crunch,Abs,0.0,40,,,
2016-05-05,Crunch,Abs,0.0,40,,,
2016-05-05,Six Inches,Abs,0.0,20,,,
2016-05-05,Flutter Kicks,Abs,0.0,20,,,
2016-05-05,Flutter Kicks,Abs,0.0,20,,,
2016-05-05,Flutter Kicks,Abs,0.0,20,,,
2016-05-05,Leg Raises,Abs,0.0,20,,,
2016-05-05,Leg Raises,Abs,0.0,20,,,
2016-05-05,Leg Raises,Abs,0.0,20,,,
2016-05-05,Bicycle Kicks,Abs,0.0,20,,,
2016-05-05,Bicycle Kicks,Abs,0.0,20,,,
2016-05-05,Bicycle Kicks,Abs,0.0,20,,,
2016-05-05,Crunch Kicks,Abs,0.0,20,,,
2016-05-05,Crunch Kicks,Abs,0.0,20,,,
2016-05-05,Six Inches,Abs,0.0,20,,,
2016-05-05,Six Inches,Abs,0.0,20,,,
2016-05-05,Crunch Kicks,Abs,0.0,20,,,
2016-05-06,Flat Barbell Bench Press,Chest,45.0,10,,,
2016-05-06,Flat Barbell Bench Press,Chest,75.0,8,,,
2016-05-06,Flat Barbell Bench Press,Chest,95.0,5,,,
2016-05-06,Flat Barbell Bench Press,Chest,95.0,5,,,
2016-05-06,Flat Barbell Bench Press,Chest,95.0,5,,,
2016-05-06,Flat Barbell Bench Press,Chest,95.0,5,,,
2016-05-06,Flat Barbell Bench Press,Chest,95.0,10,,,
2016-05-06,Overhead Press,Shoulders,55.0,10,,,
2016-05-06,Overhead Press,Shoulders,55.0,8,,,
2016-05-06,Overhead Press,Shoulders,55.0,9,,,
2016-05-06,Incline Dumbbell Bench Press,Chest,30.0,8,,,
2016-05-06,Incline Dumbbell Bench Press,Chest,30.0,8,,,
2016-05-06,Incline Dumbbell Bench Press,Chest,30.0,8,,,
2016-05-06,Rope Push Down,Triceps,25.0,12,,,
2016-05-06,Rope Push Down,Triceps,25.0,12,,,
2016-05-06,Rope Push Down,Triceps,25.0,12,,,
2016-05-06,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-06,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-06,Lateral Dumbbell Raise,Shoulders,5.0,17,,,
2016-05-06,Lateral Dumbbell Raise,Shoulders,5.0,18,,,
2016-05-06,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-06,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-06,EZ-Bar Skullcrusher,Triceps,30.0,8,,,
2016-05-06,EZ-Bar Skullcrusher,Triceps,20.0,12,,,
2016-05-06,EZ-Bar Skullcrusher,Triceps,20.0,12,,,
2016-05-06,Plank,Abs,0.0,20,,,
2016-05-06,Plank,Abs,0.0,20,,,
2016-05-06,Plank,Abs,0.0,20,,,
2016-05-06,Plank Arm Raises,Abs,0.0,20,,,
2016-05-06,Plank Arm Raises,Abs,0.0,20,,,
2016-05-06,Plank Arm Raises,Abs,0.0,20,,,
2016-05-06,Plank Leg Raises,Abs,0.0,20,,,
2016-05-06,Plank Leg Raises,Abs,0.0,20,,,
2016-05-06,Plank Leg Raises,Abs,0.0,20,,,
2016-05-06,Side Plank,Abs,0.0,20,,,
2016-05-06,Side Plank,Abs,0.0,20,,,
2016-05-06,Side Plank,Abs,0.0,20,,,
2016-05-06,Plank With Rotation,Abs,0.0,20,,,
2016-05-06,Plank With Rotation,Abs,0.0,20,,,
2016-05-06,Plank With Rotation,Abs,0.0,20,,,
2016-05-06,Elbow Plank,Abs,0.0,20,,,
2016-05-06,Elbow Plank,Abs,0.0,20,,,
2016-05-06,Elbow Plank,Abs,0.0,20,,,
2016-05-07,Barbell Squat,Legs,45.0,10,,,
2016-05-07,Barbell Squat,Legs,95.0,5,,,
2016-05-07,Barbell Squat,Legs,115.0,3,,,
2016-05-07,Romanian Deadlift,Legs,95.0,12,,,
2016-05-07,Romanian Deadlift,Legs,95.0,12,,,
2016-05-07,Romanian Deadlift,Legs,95.0,12,,,
2016-05-07,Leg Press,Legs,95.0,12,,,
2016-05-07,Leg Press,Legs,115.0,12,,,
2016-05-07,Leg Press,Legs,115.0,12,,,
2016-05-07,Seated Leg Curl Machine,Legs,70.0,12,,,
2016-05-07,Seated Leg Curl Machine,Legs,70.0,9,,,
2016-05-07,Seated Leg Curl Machine,Legs,70.0,8,,,
2016-05-07,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-07,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-07,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-07,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-07,Barbell Calf Raise,Legs,90.0,11,,,
2016-05-07,Barbell Squat,Legs,125.0,5,,,
2016-05-07,Barbell Squat,Legs,125.0,5,,,
2016-05-07,Barbell Squat,Legs,125.0,7,,,
2016-05-07,Crunch,Abs,0.0,40,,,
2016-05-07,Crunch,Abs,0.0,40,,,
2016-05-07,Crunch,Abs,0.0,40,,,
2016-05-07,Six Inches,Abs,0.0,20,,,
2016-05-07,Six Inches,Abs,0.0,20,,,
2016-05-07,Six Inches,Abs,0.0,20,,,
2016-05-07,Flutter Kicks,Abs,0.0,20,,,
2016-05-07,Flutter Kicks,Abs,0.0,20,,,
2016-05-07,Flutter Kicks,Abs,0.0,20,,,
2016-05-07,Leg Raises,Abs,0.0,20,,,
2016-05-07,Leg Raises,Abs,0.0,20,,,
2016-05-07,Leg Raises,Abs,0.0,20,,,
2016-05-07,Bicycle Kicks,Abs,0.0,20,,,
2016-05-07,Bicycle Kicks,Abs,0.0,20,,,
2016-05-07,Bicycle Kicks,Abs,0.0,20,,,
2016-05-07,Crunch Kicks,Abs,0.0,20,,,
2016-05-07,Crunch Kicks,Abs,0.0,20,,,
2016-05-07,Crunch Kicks,Abs,0.0,20,,,
2016-05-09,Barbell Row,Back,60.0,5,,,
2016-05-09,Barbell Row,Back,70.0,5,,,
2016-05-09,Barbell Row,Back,70.0,5,,,
2016-05-09,Barbell Row,Back,70.0,5,,,
2016-05-09,Barbell Row,Back,70.0,6,,,
2016-05-09,Pull Up,Back,0.0,8,,,
2016-05-09,Pull Up,Back,0.0,8,,,
2016-05-09,Pull Up,Back,0.0,8,,,
2016-05-09,T-Bar Row,Back,25.0,12,,,
2016-05-09,T-Bar Row,Back,25.0,12,,,
2016-05-09,T-Bar Row,Back,25.0,12,,,
2016-05-09,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-09,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-09,Cable Face Pull,Shoulders,30.0,18,,,
2016-05-09,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-09,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-09,Dumbbell Hammer Curl,Biceps,15.0,10,,,
2016-05-09,Dumbbell Hammer Curl,Biceps,15.0,8,,,
2016-05-09,Dumbbell Hammer Curl,Biceps,15.0,8,,,
2016-05-09,Dumbbell Hammer Curl,Biceps,15.0,7,,,
2016-05-09,EZ-Bar Curl,Biceps,30.0,12,,,
2016-05-09,EZ-Bar Curl,Biceps,30.0,12,,,
2016-05-09,EZ-Bar Curl,Biceps,30.0,12,,,
2016-05-09,EZ-Bar Curl,Biceps,30.0,12,,,
2016-05-09,Plank,Abs,0.0,40,,,
2016-05-09,Plank,Abs,0.0,60,,,
2016-05-09,Plank,Abs,0.0,60,,,
2016-05-09,Plank Leg Raises,Abs,0.0,20,,,
2016-05-09,Plank Leg Raises,Abs,0.0,10,,,
2016-05-09,Plank Leg Raises,Abs,0.0,10,,,
2016-05-09,Side Plank,Abs,0.0,40,,,
2016-05-09,Side Plank,Abs,0.0,60,,,
2016-05-09,Side Plank,Abs,0.0,60,,,
2016-05-09,Plank With Rotation,Abs,0.0,20,,,
2016-05-09,Plank With Rotation,Abs,0.0,10,,,
2016-05-09,Plank With Rotation,Abs,0.0,10,,,
2016-05-09,Elbow Plank,Abs,0.0,40,,,
2016-05-09,Elbow Plank,Abs,0.0,60,,,
2016-05-09,Elbow Plank,Abs,0.0,60,,,
2016-05-09,Plank Arm Raises,Abs,0.0,20,,,
2016-05-09,Plank Arm Raises,Abs,0.0,10,,,
2016-05-09,Plank Arm Raises,Abs,0.0,10,,,
2016-05-10,Overhead Press,Shoulders,60.0,5,,,
2016-05-10,Overhead Press,Shoulders,60.0,5,,,
2016-05-10,Overhead Press,Shoulders,60.0,5,,,
2016-05-10,Overhead Press,Shoulders,60.0,5,,,
2016-05-10,Overhead Press,Shoulders,60.0,9,,,
2016-05-10,Flat Barbell Bench Press,Chest,95.0,8,,,
2016-05-10,Flat Barbell Bench Press,Chest,95.0,8,,,
2016-05-10,Flat Barbell Bench Press,Chest,95.0,11,,,
2016-05-10,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2016-05-10,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2016-05-10,Incline Dumbbell Bench Press,Chest,25.0,12,,,
2016-05-10,V-Bar Push Down,Triceps,25.0,12,,,
2016-05-10,V-Bar Push Down,Triceps,25.0,12,,,
2016-05-10,V-Bar Push Down,Triceps,25.0,12,,,
2016-05-10,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-10,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-10,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-10,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-10,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2016-05-10,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-10,Lying Triceps Extension,Triceps,15.0,10,,,
2016-05-10,Lying Triceps Extension,Triceps,15.0,7,,,
2016-05-10,Lying Triceps Extension,Triceps,10.0,8,,,
2016-05-10,Crunch,Abs,0.0,40,,,
2016-05-10,Crunch,Abs,0.0,40,,,
2016-05-10,Crunch,Abs,0.0,40,,,
2016-05-10,Six Inches,Abs,0.0,20,,,
2016-05-10,Six Inches,Abs,0.0,20,,,
2016-05-10,Six Inches,Abs,0.0,20,,,
2016-05-10,Flutter Kicks,Abs,0.0,20,,,
2016-05-10,Flutter Kicks,Abs,0.0,20,,,
2016-05-10,Flutter Kicks,Abs,0.0,20,,,
2016-05-10,Leg Raises,Abs,0.0,20,,,
2016-05-10,Leg Raises,Abs,0.0,20,,,
2016-05-10,Leg Raises,Abs,0.0,20,,,
2016-05-10,Bicycle Kicks,Abs,0.0,20,,,
2016-05-10,Bicycle Kicks,Abs,0.0,20,,,
2016-05-10,Bicycle Kicks,Abs,0.0,20,,,
2016-05-10,Crunch Kicks,Abs,0.0,20,,,
2016-05-10,Crunch Kicks,Abs,0.0,20,,,
2016-05-10,Crunch Kicks,Abs,0.0,20,,,
2016-05-11,Barbell Squat,Legs,45.0,10,,,
2016-05-11,Barbell Squat,Legs,95.0,6,,,
2016-05-11,Barbell Squat,Legs,115.0,4,,,
2016-05-11,Romanian Deadlift,Legs,105.0,12,,,
2016-05-11,Romanian Deadlift,Legs,105.0,12,,,
2016-05-11,Romanian Deadlift,Legs,105.0,12,,,
2016-05-11,Barbell Front Squat,Legs,95.0,6,,,
2016-05-11,Barbell Front Squat,Legs,85.0,8,,,
2016-05-11,Barbell Front Squat,Legs,85.0,11,,,
2016-05-11,Glute-Ham Raise,Legs,0.0,8,,,
2016-05-11,Glute-Ham Raise,Legs,0.0,9,,,
2016-05-11,Glute-Ham Raise,Legs,0.0,8,,,
2016-05-11,Seated Calf Raise Machine,Legs,90.0,12,,,
2016-05-11,Seated Calf Raise Machine,Legs,90.0,12,,,
2016-05-11,Seated Calf Raise Machine,Legs,90.0,12,,,
2016-05-11,Seated Calf Raise Machine,Legs,90.0,12,,,
2016-05-11,Seated Calf Raise Machine,Legs,90.0,12,,,
2016-05-11,Barbell Squat,Legs,125.0,3,,,
2016-05-11,Barbell Squat,Legs,130.0,5,,,
2016-05-11,Barbell Squat,Legs,130.0,5,,,
2016-05-11,Barbell Squat,Legs,130.0,8,,,
2016-05-11,Bicycle Crunches,Abs,1.0,10,,,
2016-05-11,Bicycle Crunches,Abs,1.0,10,,,
2016-05-11,Bicycle Crunches,Abs,1.0,10,,,
2016-05-11,Leg Raises,Abs,1.0,20,,,
2016-05-11,Leg Raises,Abs,1.0,20,,,
2016-05-11,Leg Raises,Abs,1.0,20,,,
2016-05-11,Reverse Crunch,Abs,1.0,15,,,
2016-05-11,Reverse Crunch,Abs,1.0,20,,,
2016-05-11,Reverse Crunch,Abs,1.0,20,,,
2016-05-11,Crunch Kicks,Abs,1.0,15,,,
2016-05-11,Crunch Kicks,Abs,1.0,20,,,
2016-05-11,Crunch Kicks,Abs,1.0,20,,,
2016-05-11,Side Jackknifes,Abs,1.0,20,,,
2016-05-11,Side Jackknifes,Abs,1.0,15,,,
2016-05-11,Side Jackknifes,Abs,1.0,15,,,
2016-05-11,Scissors,Abs,1.0,20,,,
2016-05-11,Scissors,Abs,1.0,20,,,
2016-05-11,Scissors,Abs,1.0,20,,,
2016-05-12,Deadlift,Back,45.0,10,,,
2016-05-12,Deadlift,Back,95.0,5,,,
2016-05-12,Deadlift,Back,105.0,5,,,
2016-05-12,Deadlift,Back,115.0,3,,,
2016-05-12,Deadlift,Back,120.0,10,,,
2016-05-12,Lat Pulldown,Back,85.0,12,,,
2016-05-12,Lat Pulldown,Back,85.0,8,,,
2016-05-12,Lat Pulldown,Back,85.0,12,,,
2016-05-12,Seated Cable Row,Back,85.0,12,,,
2016-05-12,Seated Cable Row,Back,85.0,12,,,
2016-05-12,Seated Cable Row,Back,85.0,12,,,
2016-05-12,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-12,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-12,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-12,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-12,Cable Face Pull,Shoulders,30.0,20,,,
2016-05-12,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-12,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-12,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-12,Dumbbell Hammer Curl,Biceps,15.0,12,,,
2016-05-12,Barbell Curl,Biceps,30.0,12,,,
2016-05-12,Barbell Curl,Biceps,30.0,12,,,
2016-05-12,Barbell Curl,Biceps,30.0,12,,,
2016-05-12,Barbell Curl,Biceps,30.0,12,,,
2016-05-12,Plank,Abs,0.0,60,,,
2016-05-12,Plank,Abs,0.0,60,,,
2016-05-12,Plank,Abs,0.0,60,,,
2016-05-12,Plank Leg Raises,Abs,0.0,10,,,
2016-05-12,Plank Leg Raises,Abs,0.0,10,,,
2016-05-12,Plank Leg Raises,Abs,0.0,10,,,
2016-05-12,Side Plank,Abs,0.0,60,,,
2016-05-12,Side Plank,Abs,0.0,60,,,
2016-05-12,Side Plank,Abs,0.0,60,,,
2016-05-12,Plank With Rotation,Abs,0.0,10,,,
2016-05-12,Plank With Rotation,Abs,0.0,10,,,
2016-05-12,Plank With Rotation,Abs,0.0,10,,,
2016-05-12,Elbow Plank,Abs,0.0,60,,,
2016-05-12,Elbow Plank,Abs,0.0,60,,,
2016-05-12,Elbow Plank,Abs,0.0,60,,,
2016-05-12,Plank Arm Raises,Abs,0.0,10,,,
2016-05-12,Plank Arm Raises,Abs,0.0,10,,,
2016-05-12,Plank Arm Raises,Abs,0.0,10,,,
2016-05-13,Flat Barbell Bench Press,Chest,45.0,10,,,
2016-05-13,Flat Barbell Bench Press,Chest,65.0,5,,,
2016-05-13,Flat Barbell Bench Press,Chest,85.0,5,,,
2016-05-13,Flat Barbell Bench Press,Chest,100.0,5,,,
2016-05-13,Flat Barbell Bench Press,Chest,100.0,5,,,
2016-05-13,Overhead Press,Shoulders,55.0,10,,,
2016-05-13,Overhead Press,Shoulders,55.0,9,,,
2016-05-13,Overhead Press,Shoulders,55.0,10,,,
2016-05-13,Incline Dumbbell Bench Press,Chest,30.0,12,,,
2016-05-13,Incline Dumbbell Bench Press,Chest,30.0,10,,,
2016-05-13,Incline Dumbbell Bench Press,Chest,30.0,11,,,
2016-05-13,Rope Push Down,Triceps,30.0,12,,,
2016-05-13,Rope Push Down,Triceps,30.0,12,,,
2016-05-13,Rope Push Down,Triceps,30.0,10,,,
2016-05-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2016-05-13,EZ-Bar Skullcrusher,Triceps,30.0,12,,,
2016-05-13,EZ-Bar Skullcrusher,Triceps,30.0,12,,,
2016-05-13,EZ-Bar Skullcrusher,Triceps,30.0,10,,,
2016-05-13,Flat Barbell Bench Press,Chest,100.0,9,,,
2016-05-13,Crunch,Abs,0.0,40,,,
2016-05-13,Crunch,Abs,0.0,40,,,
2016-05-13,Crunch,Abs,0.0,40,,,
2016-05-13,Six Inches,Abs,0.0,20,,,
2016-05-13,Six Inches,Abs,0.0,20,,,
2016-05-13,Six Inches,Abs,0.0,20,,,
2016-05-13,Flutter Kicks,Abs,0.0,20,,,
2016-05-13,Flutter Kicks,Abs,0.0,20,,,
2016-05-13,Flutter Kicks,Abs,0.0,20,,,
2016-05-13,Leg Raises,Abs,0.0,20,,,
2016-05-13,Leg Raises,Abs,0.0,20,,,
2016-05-13,Leg Raises,Abs,0.0,20,,,
2016-05-13,Bicycle Kicks,Abs,0.0,20,,,
2016-05-13,Bicycle Kicks,Abs,0.0,20,,,
2016-05-13,Bicycle Kicks,Abs,0.0,20,,,
2016-05-13,Crunch Kicks,Abs,0.0,20,,,
2016-05-13,Crunch Kicks,Abs,0.0,20,,,
2016-05-13,Crunch Kicks,Abs,0.0,20,,,
2016-05-14,Barbell Squat,Legs,45.0,10,,,
2016-05-14,Barbell Squat,Legs,95.0,6,,,
2016-05-14,Barbell Squat,Legs,115.0,4,,,
2016-05-14,Romanian Deadlift,Legs,110.0,12,,,
2016-05-14,Romanian Deadlift,Legs,110.0,12,,,
2016-05-14,Romanian Deadlift,Legs,110.0,12,,,
2016-05-14,Leg Press,Legs,125.0,12,,,
2016-05-14,Leg Press,Legs,125.0,12,,,
2016-05-14,Leg Press,Legs,125.0,12,,,
2016-05-14,Seated Leg Curl Machine,Legs,70.0,12,,,
2016-05-14,Seated Leg Curl Machine,Legs,70.0,12,,,
2016-05-14,Seated Leg Curl Machine,Legs,70.0,12,,,
2016-05-14,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-14,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-14,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-14,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-14,Barbell Calf Raise,Legs,90.0,12,,,
2016-05-14,Barbell Squat,Legs,125.0,3,,,
2016-05-14,Barbell Squat,Legs,135.0,5,,,
2016-05-14,Barbell Squat,Legs,135.0,5,,,
2016-05-14,Barbell Squat,Legs,135.0,7,,,
2016-05-14,Bicycle Crunches,Abs,1.0,10,,,
2016-05-14,Bicycle Crunches,Abs,1.0,10,,,
2016-05-14,Bicycle Crunches,Abs,1.0,10,,,
2016-05-14,Leg Raises,Abs,1.0,12,,,
2016-05-14,Leg Raises,Abs,1.0,8,,,
2016-05-14,Leg Raises,Abs,1.0,10,,,
2016-05-14,Reverse Crunch,Abs,1.0,12,,,
2016-05-14,Reverse Crunch,Abs,1.0,12,,,
2016-05-14,Crunch Kicks,Abs,1.0,12,,,
2016-05-14,Crunch Kicks,Abs,1.0,8,,,
2016-05-14,Crunch Kicks,Abs,1.0,8,,,
2016-05-14,Side Jackknifes,Abs,1.0,12,,,
2016-05-14,Side Jackknifes,Abs,1.0,12,,,
2016-05-14,Side Jackknifes,Abs,1.0,12,,,
2016-05-14,Scissors,Abs,1.0,12,,,
2016-05-14,Scissors,Abs,1.0,12,,,
2016-05-14,Scissors,Abs,1.0,12,,,
2016-05-14,Reverse Crunch,Abs,1.0,12,,,
2016-05-16,Barbell Row,Back,40.0,8,,,
2016-05-16,Barbell Row,Back,60.0,6,,,
2016-05-16,Barbell Row,Back,70.0,5,,,
2016-05-16,Barbell Row,Back,70.0,5,,,
2016-05-16,Pull Up,Back,0.0,8,,,
2016-05-16,Pull Up,Back,0.0,8,,,
2016-05-16,Pull Up,Back,0.0,8,,,
2016-05-16,T-Bar Row,Back,30.0,12,,,
2016-05-16,T-Bar Row,Back,30.0,12,,,
2016-05-16,T-Bar Row,Back,30.0,12,,,
2016-05-16,Cable Face Pull,Shoulders,35.0,20,,,
2016-05-16,Cable Face Pull,Shoulders,35.0,18,,,
2016-05-16,Cable Face Pull,Shoulders,35.0,18,,,
2016-05-16,Cable Face Pull,Shoulders,35.0,18,,,
2016-05-16,Cable Face Pull,Shoulders,35.0,18,,,
2016-05-16,Dumbbell Hammer Curl,Biceps,20.0,12,,,
2016-05-16,Dumbbell Hammer Curl,Biceps,20.0,10,,,
2016-05-16,Dumbbell Hammer Curl,Biceps,20.0,10,,,
2016-05-16,Dumbbell Hammer Curl,Biceps,20.0,8,,,
2016-05-16,EZ-Bar Curl,Biceps,35.0,12,,,
2016-05-16,EZ-Bar Curl,Biceps,35.0,12,,,
2016-05-16,EZ-Bar Curl,Biceps,35.0,12,,,
2016-05-16,EZ-Bar Curl,Biceps,35.0,12,,,
2016-05-16,Barbell Row,Back,70.0,5,,,
2016-05-16,Barbell Row,Back,70.0,11,,,
2016-05-16,Wall Press Abs,Abs,0.0,12,,,
2016-05-16,Wall Press Abs,Abs,0.0,15,,,
2016-05-16,Wall Press Abs,Abs,0.0,20,,,
2016-05-16,Six Inches,Abs,0.0,20,,,
2016-05-16,Six Inches,Abs,0.0,30,,,
2016-05-16,Six Inches,Abs,0.0,40,,,
2016-05-16,Flutter Kicks,Abs,0.0,10,,,
2016-05-16,Flutter Kicks,Abs,0.0,10,,,
2016-05-16,Flutter Kicks,Abs,0.0,10,,,
2016-05-16,Leg Raises,Abs,0.0,10,,,
2016-05-16,Leg Raises,Abs,0.0,10,,,
2016-05-16,Leg Raises,Abs,0.0,10,,,
2016-05-16,Bicycle Kicks,Abs,0.0,10,,,
2016-05-16,Bicycle Kicks,Abs,0.0,15,,,
2016-05-16,Bicycle Kicks,Abs,0.0,20,,,
2016-05-16,Crunch Kicks,Abs,0.0,10,,,
2016-05-16,Crunch Kicks,Abs,0.0,15,,,
2016-05-16,Crunch Kicks,Abs,0.0,20,,,
2016-05-17,Overhead Press,Shoulders,45.0,8,,,
2016-05-17,Overhead Press,Shoulders,55.0,6,,,
2016-05-17,Overhead Press,Shoulders,65.0,5,,,
2016-05-17,Overhead Press,Shoulders,65.0,5,,,
2016-05-17,Flat Barbell Bench Press,Chest,95.0,12,,,
2016-05-17,Flat Barbell Bench Press,Chest,95.0,10,,,
2016-05-17,Flat Barbell Bench Press,Chest,95.0,8,,,
2016-05-17,Incline Dumbbell Bench Press,Chest,30.0,12,,,
2016-05-17,Incline Dumbbell Bench Press,Chest,30.0,10,,,
2016-05-17,Incline Dumbbell Bench Press,Chest,30.0,12,,,
2016-05-17,V-Bar Push Down,Triceps,30.0,12,,,
2016-05-17,V-Bar Push Down,Triceps,30.0,12,,,
2016-05-17,V-Bar Push Down,Triceps,30.0,12,,,
2016-05-17,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2016-05-17,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2016-05-17,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2016-05-17,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2016-05-17,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2016-05-17,Lateral Dumbbell Raise,Shoulders,8.0,20,,,
2016-05-17,Lying Triceps Extension,Triceps,10.0,12,,,
2016-05-17,Lying Triceps Extension,Triceps,10.0,12,,,
2016-05-17,Lying Triceps Extension,Triceps,10.0,12,,,
2016-05-17,Overhead Press,Shoulders,65.0,5,,,
2016-05-17,Overhead Press,Shoulders,65.0,8,,,
2016-05-17,Overhead Press,Shoulders,65.0,9,,,
2016-05-17,Plank,Abs,0.0,60,,,
2016-05-17,Plank,Abs,0.0,60,,,
2016-05-17,Side Plank,Abs,0.0,60,,,
2016-05-17,Side Plank,Abs,0.0,60,,,
2016-05-17,Side Plank,Abs,0.0,60,,,
2016-05-17,Reverse Plank,Abs,0.0,60,,,
2016-05-17,Reverse Plank,Abs,0.0,60,,,
2016-05-17,Reverse Plank,Abs,0.0,60,,,
2016-05-17,Hollow Hold,Abs,0.0,60,,,
2016-05-17,Hollow Hold,Abs,0.0,60,,,
2016-05-17,Hollow Hold,Abs,0.0,60,,,
2016-05-17,Plank,Abs,0.0,60,,,
2016-05-18,Barbell Squat,Legs,45.0,10,,,
2016-05-18,Barbell Squat,Legs,85.0,7,,,
2016-05-18,Barbell Squat,Legs,110.0,5,,,
2016-05-18,Romanian Deadlift,Legs,115.0,12,,,
2016-05-18,Romanian Deadlift,Legs,115.0,12,,,
2016-05-18,Romanian Deadlift,Legs,115.0,12,,,
2016-05-18,Barbell Front Squat,Legs,85.0,10,,,
2016-05-18,Barbell Front Squat,Legs,85.0,10,,,
2016-05-18,Barbell Front Squat,Legs,85.0,10,,,
2016-05-18,Glute-Ham Raise,Legs,0.0,8,,,
2016-05-18,Glute-Ham Raise,Legs,0.0,8,,,
2016-05-18,Glute-Ham Raise,Legs,0.0,8,,,
2016-05-18,Seated Calf Raise Machine,Legs,95.0,12,,,
2016-05-18,Seated Calf Raise Machine,Legs,95.0,12,,,
2016-05-18,Seated Calf Raise Machine,Legs,95.0,12,,,
2016-05-18,Seated Calf Raise Machine,Legs,95.0,12,,,
2016-05-18,Seated Calf Raise Machine,Legs,95.0,12,,,
2016-05-18,Barbell Squat,Legs,130.0,3,,,
2016-05-18,Barbell Squat,Legs,140.0,5,,,
2016-05-18,Barbell Squat,Legs,140.0,5,,,
2016-05-18,Barbell Squat,Legs,140.0,8,,,
2016-05-18,Bicycle Crunches,Abs,1.0,5,,,
2016-05-18,Bicycle Crunches,Abs,1.0,5,,,
2016-05-18,Bicycle Crunches,Abs,1.0,5,,,
2016-05-18,Leg Raises,Abs,1.0,8,,,
